Metabolite,HealthyControl_1,HealthyControl_2,HealthyControl_3,HealthyControl_4,HealthyControl_5,HealthyControl_6,HealthyControl_7,HealthyControl_8,HealthyControl_9,Prediabetic_1,Prediabetic_2,Prediabetic_3,Prediabetic_4,Prediabetic_5,Prediabetic_6,Prediabetic_7,Prediabetic_8,Prediabetic_9,Type2Diabetes_1,Type2Diabetes_2,Type2Diabetes_3,Type2Diabetes_4,Type2Diabetes_5,Type2Diabetes_6,Type2Diabetes_7,Type2Diabetes_8,Type2Diabetes_9,MetabolicSyndrome_1,MetabolicSyndrome_2,MetabolicSyndrome_3,MetabolicSyndrome_4,MetabolicSyndrome_5,MetabolicSyndrome_6,MetabolicSyndrome_7,MetabolicSyndrome_8,MetabolicSyndrome_9,QC_1,QC_2,QC_3,QC_4,QC_5,QC_6
Metabolite_042,3711.722220316557,8736.46105702018,6734.038545693852,5281.571678641427,9109.616616928699,0.0,9347.157287319102,6558.893013409232,6874.7378203941,0.0,8382.287822683495,6086.36725473331,0.0,7572.048026319416,9306.272602351992,0.0,10078.74159198861,0.0,5728.111678042597,8419.278093196639,8248.62549817288,0.0,8935.27163360422,9008.439180229134,6033.368307377564,4743.367014063345,0.0,9046.79210607933,7448.662778059843,7813.286512068529,13271.947056645675,0.0,0.0,0.0,9934.811983245434,4008.6344732028515,9150.977216964453,7439.693644120305,5185.459112375354,5615.783191121366,5935.395527206086,8684.911975366103
Metabolite_043,7226.112366873049,6400.734086927761,8172.613683329518,4579.207358651568,0.0,7216.181130513415,5185.357410660758,5642.662583508834,0.0,8203.054919353091,6913.068650690776,7733.575116282497,8034.03859173073,7621.786001245341,6547.596154249445,6347.011544335704,7909.6076217685595,7759.38034331996,4095.030225707725,5266.615427256219,7299.601783833348,6899.940325737585,0.0,7486.231001445476,6200.361455126957,7279.729818327363,5438.2394791053375,6747.605264215909,9338.633964133003,8705.422434238353,5249.372117304628,8475.895375432843,0.0,7920.644408821174,7183.009627021252,6758.901393097323,8325.886877590956,6869.850439223816,8189.000377988981,8640.37220840784,7208.477474463658,9115.936470854402
Metabolite_044,54825.0076100483,139252.53908145634,129125.06060005972,90492.49602547147,147255.34132170293,118471.8581851973,155631.54112337343,106604.22054257082,111816.35578099612,162526.3539381404,93492.82267346466,82992.97252246615,92758.0881933246,164102.93651027264,105354.83714379152,146016.78582543135,120455.15665656196,77429.71448256771,66550.79275055701,137756.81048596016,152853.445565263,113122.30581822003,133231.2339413243,95690.06430979031,111352.26449192702,91523.54179054251,163239.7705801663,130242.39950035322,98677.85601860344,124954.95507568025,165137.97129473512,79157.65178089665,112457.62134021387,74646.83056967755,165931.72172411057,65757.68335043483,131342.54742591828,109994.81764965813,124034.28710981627,100937.19069580619,114997.73405631626,92949.64156100155
Metabolite_045,14533.45524466498,14422.679438999181,11817.563415142518,0.0,17500.887383013855,11912.06858628847,17801.85173043739,21059.346331927725,21577.503787817077,19219.835613441544,20792.26819715604,12941.30810388352,18283.695332066516,19845.257453715913,18084.489063074205,17241.046137648118,17650.833605074,0.0,12788.898757188446,15422.108593851457,15747.370960293092,15233.044562065963,0.0,13973.651921540873,0.0,12014.121202081624,30420.827555709024,25510.057051046922,20809.85202576515,17479.363610807784,16410.309172198315,16821.816448635567,21822.234393875795,16377.639216658146,22081.014457616366,10394.367956231114,16128.50936458289,17174.56463345767,20524.55195027592,14382.964004519603,20666.412314948928,21682.342227302746
Metabolite_046,1932.7629339236462,4055.897036537781,3905.1737335927205,3196.147984974112,4379.580968110856,0.0,2827.102673280663,3096.899119046506,3012.121878819615,4305.515026459834,3656.4541531266996,2779.856080515072,3670.8420217428015,3672.057407428224,2775.394682095803,4110.959256624784,4775.91715434677,2020.371335583921,2449.674990414758,2995.266356692798,2397.3114787179616,3169.9823839407236,3366.8818225877008,2517.5599126011048,2941.3175932686668,2841.5121003894365,3725.139929299089,3452.0089079998606,3025.8221767886307,2999.8179722227997,4007.542336534349,2226.497938234048,0.0,2595.829936404805,3599.2336773149145,2535.5246069096706,3207.509049360387,3467.6995998864277,2299.246359096287,3451.5697574518094,3245.464080874795,2725.127353077685
Metabolite_047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264399.7751498879,0.0,0.0,0.0,0.0,0.0,168990.86479702263,0.0,269033.3945815341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159639.87138399493,109334.1505597347,0.0,0.0,0.0,0.0,0.0,120331.54209099256,0.0,78382.47079700783,80975.06133446113,91398.78594732322,112507.6473852082,101806.45857029856,75919.18403511152
Metabolite_048,40439.57930243433,24941.406835891663,52769.043705665885,58643.8608491953,0.0,24280.16556522407,45818.99770590468,35237.18353380175,30131.902330140918,36828.1220580319,34986.83298607124,46818.14965135072,55405.97127030919,46994.91940171812,53621.497560441385,28819.777834574867,43345.17072920095,51770.600986855876,58504.28722914208,54864.7242333435,46965.73839831386,52709.58161741171,38992.76028186201,0.0,0.0,87787.2078977425,0.0,30190.08061550958,32657.155857053094,36283.957141756415,27296.9158755251,48294.970900888475,32491.602868347843,23838.89610118494,43615.03405441588,34186.84047051173,44215.054782895175,39218.08382171206,42426.819520982215,37188.78715134002,41462.43942351201,40775.235715965566
Metabolite_049,87831.41303516454,65016.98931995932,69182.75784432424,112972.53064115794,71808.04633008291,59372.008536436944,64210.8721717598,118051.26362475228,91366.11002760433,57266.14631857835,51017.077908778345,52898.94442797145,47247.46899625238,57350.207606051765,46964.96016648134,0.0,52445.776597431875,40607.30489145596,39054.1404394738,37104.07068946954,41634.092122766575,29939.17668046464,37207.973129194754,44006.26023028078,33027.759703165495,0.0,60120.29702340957,0.0,38026.6488910672,32855.03975663545,24546.005099684702,38198.27673923184,36118.66643351787,32512.959031655882,0.0,19665.87695985303,71542.51018905902,77631.63506695721,68736.20572294272,67079.81763312363,62693.23011735393,70041.72976291868
Metabolite_050,24823.508167929147,30296.340212079358,28917.03328333973,0.0,27363.70502029673,22529.826322067962,38424.02304801083,14380.414121505288,23167.05243874496,33344.37324625507,25781.59943419653,31465.24405258037,21843.037965758478,32323.64783210899,38851.55720125448,0.0,25305.37551921299,21620.885072908048,39251.815167226785,46102.97279632923,17472.337502332313,0.0,0.0,38435.32744047087,22067.08190896974,0.0,42229.16397858827,18581.49301512001,40459.80472450039,24791.1463720016,45649.43611863215,36728.94306605408,25270.73286622811,31240.09250741099,34123.16297979974,27272.59876434644,24485.31855013426,46617.519827802,24286.799438114936,22739.46373799644,25158.505144293973,27729.887857363847
Metabolite_051,39677.74449552086,0.0,42936.34576043916,52463.708267615795,39986.097146412365,40876.57168289615,43657.81449464097,0.0,54674.24324114007,41609.476690630945,0.0,33770.20737778098,35919.04884967367,38854.071817361284,0.0,44896.98834382159,61004.637198907054,35424.06228051276,0.0,41351.50776021764,0.0,42681.59271984171,32384.048701454416,40356.79564373635,0.0,29781.788455333695,100883.11494108864,64602.12937347333,45472.030726409415,45897.31788254493,32212.634304014293,41492.13475206973,0.0,0.0,47441.158175200304,0.0,40091.182571937024,42238.60923351221,49025.73655026837,47662.650520160445,46369.128095726504,41908.10131363699
Metabolite_052,4858.510942005744,13355.030648120664,9700.80162629197,8535.211313267098,9905.635495762313,8407.926218236005,11770.517905859775,10262.588897411546,9065.360756836602,17008.302658683926,9751.169483528236,10069.158005472142,7543.654172438629,9961.210315970375,10784.230044814854,15898.988012339083,13444.961709903848,10003.391283515628,5696.219981751326,8704.8093650444,7303.12132420175,8593.97620090977,13307.518555587598,6920.233423348815,7471.508133212911,7186.821654040439,10223.859630995434,9559.722360785905,6754.884976483513,8245.687061369024,10067.286577277493,6170.51047362343,11036.116207868183,7832.877424423708,11093.774477198021,6649.342334341212,10517.059981351926,9685.83458032462,10299.368617949875,10681.581271038172,9475.8145087861,8222.157584003557
Metabolite_053,23764.073075102566,0.0,39232.071526613756,36175.85467037971,39486.84986008144,28886.206454534753,31680.619723321666,28562.010688090904,27976.359455700425,32164.36069535015,36638.08758898351,30653.221909969343,41728.40630334568,29510.044980932238,29299.091375476517,34888.33853000154,44675.31052454517,37993.54500705549,32240.23120405278,32762.6279277078,0.0,24307.803017605132,39591.3078430993,37667.94817072248,42886.182445986604,33892.428756139074,0.0,37064.34354870817,25698.30101385806,34183.06020782938,29785.1583738028,20070.01675885036,25672.416933037395,40617.35010046661,57865.78708516599,0.0,27231.950679597507,29293.261786706567,35956.794694924174,32663.0647813955,27733.32708485197,44401.417955109115
Metabolite_054,16905.542618187246,13168.016951504056,0.0,28320.789679083206,11771.063001179546,9142.90185174967,13002.833507031139,14987.2175950672,18856.875088139357,13841.836994442938,16009.678294493417,12002.738474556112,15337.522974831925,14169.296632178526,13933.496030306314,12732.110166110426,15408.140156029962,0.0,15389.053168186972,11010.160364714338,15652.315001827594,11563.755490544356,9780.96214584411,12511.619840170864,10284.33528795265,10972.669408340393,22717.24024114296,21178.855064909785,13084.957139004664,14391.95404642903,10930.020152445139,11539.960925512501,16008.33560331452,16401.77538037978,16663.13340255522,8725.730508592002,15975.599385994856,13473.531629188796,13236.16258355194,11746.104850704547,12694.624226167034,15599.74003706394
Metabolite_055,8169.9229205983365,8890.48689507008,12536.379517406283,0.0,0.0,0.0,9999.353464717495,12048.178991392386,11810.692764523414,0.0,0.0,9630.349512824303,7258.846982228176,0.0,0.0,0.0,11791.155385684122,9491.543334550839,0.0,0.0,9137.46457609165,10795.629982868875,0.0,0.0,11135.49440379785,9990.042551610386,13157.302656679096,0.0,8462.61430556414,8551.86542685192,0.0,10897.543558337204,10102.48884586416,15498.153909507952,14673.15623318926,15084.410820858358,10209.653332106327,13669.516196774914,12796.058224643772,13693.689916676305,9463.050064686604,13067.373528485827
Metabolite_056,5142.446422634349,0.0,7771.056220424887,4991.8834140969175,5466.84744039353,2908.367464246298,5133.389641661405,5919.809374356891,6543.098920274116,3502.5617138590574,6144.881936150681,4082.063318996116,4008.2187805859053,10224.960307945707,4897.03573494266,3564.8172714730554,6998.332584538072,5446.843685019126,4602.201615381683,5567.523072459423,4682.913350984284,6797.024323634922,6197.102714142222,7011.942583825727,6358.303516672975,3984.64864445461,5870.376454767252,4590.812247139072,4316.350398660289,3309.2360306302803,0.0,5346.671680150885,4749.205299080958,0.0,8958.998474252632,6075.155725887796,5266.0837133907335,5611.932560703223,4895.219959502157,5276.784629548662,5882.54808600163,4635.667934274042
Metabolite_057,0.0,17424.006454104387,17451.818975404585,0.0,12621.948979307432,0.0,13589.680213329459,10889.99839654581,10675.286619323031,18665.876345688852,14361.146082065738,19069.507977539437,22535.355809403532,13618.438739415013,0.0,18390.173865136723,13764.994812765004,12987.623153524273,13756.117797158438,22024.57019679719,11274.946446045413,0.0,16524.807785671273,16236.744887006193,12671.782450405444,10596.435605221659,13195.006692598434,13584.557498390166,13493.42947255913,8826.725604693718,19000.53647424981,11178.972036524166,13393.363928072393,15063.671697495462,9948.931769748862,25007.4787029298,16203.835932748929,16025.868774544273,15415.524316935873,16185.27572026681,12848.885863677528,11911.291444216362
Metabolite_058,3974.2107591137283,0.0,5566.254586860137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2841.0304593842657,5737.386314058215,0.0,0.0,0.0,0.0,4868.738751456056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6106.73010674103,0.0,6384.05248723712,5034.711202108574,3047.6378798781197,4614.858743711787,5300.309241684847,4346.4270733190815,4431.999559552083
Metabolite_059,43521.62455989935,50881.410654212705,46125.560913087575,23941.941001843643,54183.872829227876,53490.24318058467,43065.95170023391,45352.27059549462,44048.37667463675,57298.141779944264,39543.14198111953,45025.24658739285,40964.12575766085,44358.80029933475,0.0,35817.41620869432,0.0,51979.73878034885,42854.07311194969,42455.31515317006,43853.42327320871,47980.613459929446,42180.39796642884,36724.57821560818,65224.55135965173,51672.19419069076,28546.874149908956,56368.53595511609,59717.51204065206,38461.4618705706,38187.804637659276,59732.7831010996,31623.270344897042,47184.38223017205,49645.43156716311,0.0,62802.44583656049,50653.38901554294,40319.69969292238,41361.08171742609,43771.328384121814,51880.678437002476
Metabolite_060,0.0,0.0,0.0,4869.872859541032,0.0,4414.898140997118,6548.247237373144,0.0,4075.8073255579648,15731.68378281899,14650.322048503798,11117.029588032034,0.0,10197.823224835482,16704.658123613695,18394.910340772665,0.0,12966.883681033662,11185.0775194625,0.0,12178.134926089037,15155.736700721633,0.0,0.0,12041.663879445718,8702.902921136509,0.0,2442.2859118421,0.0,1544.5017362813646,3657.1447154564125,2242.7608112553003,2073.473621686349,2518.1189300053243,1921.2494582643728,2849.318825776155,5451.216872366348,4707.948116619178,7133.526041912356,5340.703687397143,5729.76420897948,6093.966110890446
Metabolite_061,22842.66454893947,22399.14659898475,16468.392434312234,13880.751172798502,28715.449349153256,22653.50311048847,16239.828453987624,12613.923785802299,20266.604867192873,46747.299875351084,43664.21934534613,50299.29153706246,50755.45237279945,43865.03128025829,39974.75105196576,43111.607065687305,35490.68100308794,53235.12762274306,34871.17758473035,38506.04665550753,33635.04701781902,50357.186897384854,44658.012464164436,32445.056021441553,53822.169752827765,40903.23886594972,34617.81054801858,68307.58089334084,64850.84190475534,58519.427135375874,27030.227897734647,42100.322272460035,50008.24446549745,75958.89792777738,51955.34472841399,48877.49090304785,18664.72790920492,22699.82234998528,25065.733224394928,21294.067090968136,25125.948733325924,20738.0610668719
Metabolite_062,7120.676222883806,13419.17570084826,12293.594009826918,9113.834609209065,10503.915660194529,7883.713956587905,9392.483552605718,10036.512837891838,13814.274229864042,14087.514190394111,0.0,11029.61773162773,12366.018175750625,16897.38791730651,11772.783978859716,7837.126792936726,11587.704924744003,15629.098210100798,8496.494656649733,12446.62276916369,11076.80689696951,13402.217048001949,13586.152729368809,9739.348310821844,10842.740134855028,13146.600566672685,0.0,14423.706929573471,9103.846422139444,11904.329215923752,7748.069611351862,9287.066421918444,12259.83577210212,10508.778603474444,14234.649266315293,9304.705288969255,9187.249816721162,11966.774278937524,14037.305148321962,10049.815201683448,8300.522959331678,8003.614233857153
Metabolite_063,26645.77126957874,35313.95787543955,33457.65059227156,21267.136298558806,35125.63876025598,27329.956736436,20473.183443892744,20292.972467686872,27623.839135450133,23250.150335946862,22480.738236338024,28765.911387401786,30292.403345283135,0.0,27138.20777291376,21368.968220532817,22371.58358837948,38297.01783820051,26018.426397173167,26580.483838301716,18638.533421212447,32705.3454326145,29600.21292849454,27584.07417193494,29828.021496916714,34236.10532187918,27745.8331786383,33800.95416109406,0.0,32241.71619802625,22168.525366888945,30784.497871205316,25154.46028583221,30641.595305313556,21855.010215786024,44623.83663128451,39054.80728824515,34226.549735443616,33489.783822850164,23542.958636500585,26762.688587643468,31481.112576855947
Metabolite_064,38719.668486236566,25963.37000206117,30644.26739632231,34600.41768823196,28267.187092987133,25445.877099096342,39538.95332943877,0.0,0.0,0.0,36522.76622632296,26422.690514846712,24881.20066120869,30388.052706916766,37024.29278801541,27356.72136077386,32537.58850899638,0.0,31640.00197003391,26896.40758318527,25421.230642592494,33182.663791366635,31388.441004089742,29916.771827318666,28580.07931679847,15431.758510152096,60996.466247528086,55817.78521961381,42181.59074733477,24206.809456284092,23708.259770545144,29762.912050667393,43734.148972798386,33006.94477733117,47723.35304090041,16788.657264795413,25459.229186746263,34137.9209603087,33283.185463260816,36445.38125909564,41221.27320485437,31804.998863846315
Metabolite_065,41719.00774446084,47186.46785521278,73127.00807379716,44777.9232734062,50062.413137371026,27101.93815981178,40303.899877296135,0.0,0.0,51765.985647245645,42874.708829189316,45994.58680092703,37141.57318561807,0.0,92279.50131201922,36534.82916403734,51839.18306574625,39533.59678049312,63085.52220852097,61917.03227382351,32360.849699891867,61087.633460989615,57218.72083894849,45096.81338983891,48853.60249232772,44263.75863134509,52998.34360416484,55804.75019509726,42414.75196287548,37903.40675133431,43995.543956552705,49728.32095782186,34064.80064546557,94260.60007447652,58635.46266450618,63604.013681248805,39688.37451919276,57477.72581994845,54245.35135972339,42357.27600935625,49277.104894592725,54096.29397013233
Metabolite_066,12461.860957182516,22423.63141647626,17493.629011101926,16180.223328992437,25332.135232782377,10267.96090295627,14635.971979896092,12994.62674239334,23782.362099051956,20021.097003301078,15451.761918194094,17006.06544797628,35558.618786819425,23672.636278582748,12416.294999149059,11113.934663645898,14020.745503156257,26616.42663889825,0.0,17230.337637424946,13847.001299522322,18610.187359793134,19852.821939149115,0.0,28655.299260391846,0.0,15878.79320770802,19736.95996471044,19633.758924163085,22605.92989150827,20477.243243679506,15456.571956664215,26113.356261346682,18720.279060269593,16445.091379797268,13821.858683528702,22493.2369539568,17049.915100218874,17257.739092378375,18168.521697220756,18329.668192060664,19725.638513111437
Metabolite_067,15317.942563433475,21831.619312482144,25540.374265071325,11260.815312472088,18925.925048695583,22667.32277267663,31125.042074191042,14758.380854131128,18232.41568565993,21690.68645247428,15762.235394651181,11710.434445200639,15988.172787409496,16288.46733805793,14353.792637741613,19999.200182251396,12753.79656035883,18544.209301208382,25660.69560605012,26998.056069379185,15218.147920050402,17952.988196452137,12363.785757547283,28010.771549275603,16289.393686548989,19911.783673026617,15630.729138220195,15739.159189845393,29369.42805837076,20257.0615728372,26322.997682874862,18999.46142427868,14941.865190193774,17312.865769941036,18140.82083005284,17983.35162840556,17494.084272072105,19739.590284822054,22603.693642407747,21542.537107661687,17705.344088027367,29218.07302374451
Metabolite_068,56087.11344100113,97141.22552413613,110167.03744970345,78111.46297022692,87600.22573841347,105072.86512790521,105520.7128511924,0.0,73391.7774154166,136338.14082015483,86994.2282671036,90871.96785233324,97268.41945272486,108124.99385283218,92812.24378371214,0.0,93268.15423242294,51536.74523980495,69973.04248178174,100720.22618515098,0.0,78993.72019153116,145603.9805231103,0.0,91751.52716134177,90590.35741555756,112353.87071932125,94694.14546044485,60371.20796374986,70040.56291063447,88348.20179364034,0.0,114514.05128854308,64193.69918149123,111943.62303641964,87222.21598458629,85206.87652174951,100649.30745302385,111594.93230234677,74432.30768675539,81071.00277881265,95908.80010000574
Metabolite_069,28349.079583659077,16845.885166184235,22571.98362855528,12670.847472675741,0.0,19793.221491635944,18675.03819712406,13602.403356386863,15023.063086628026,8722.08807974265,4761.114475849809,7464.249753704817,6172.899920479934,6911.060159095389,5918.569969913433,8545.52217755559,7018.13547341603,8547.740365160611,6525.132851767064,6244.021034062067,8122.048132245654,5376.404002354716,7188.375090472867,4491.5161478193595,7433.124693390457,6819.0583781325695,7126.458580388325,39611.80412085108,36918.21086616974,40854.05631166895,27088.247815138286,35185.839780607734,0.0,44497.038448304345,28424.19297890555,38113.07693469949,20760.218668745034,19396.955072994147,21436.08772901646,18482.030760505408,18388.206897651573,23226.058610776025
Metabolite_070,0.0,103718.99760212417,191049.56950330132,130027.18709659787,0.0,0.0,118059.46430376376,0.0,133458.78362959533,0.0,0.0,76877.32373349268,0.0,128955.70793822405,96598.55290819287,59557.46336042409,0.0,80408.68007196247,298801.53906531964,310585.5987473817,257330.3409569195,315746.21717293456,329586.09997060854,417429.6921201514,335257.5137098783,0.0,372919.07994396373,235583.10379453638,0.0,190178.13992770592,245870.79034931824,294887.7356871927,272612.02020646137,623479.661165115,339963.43738363805,480785.3143309542,143459.78516561614,129289.9559219284,145762.34662703966,135980.64356885824,153522.7762642018,141628.87577121457
Metabolite_071,2022.4066817912906,1284.656872944053,1379.9783196795722,2053.478519039285,1526.278772759802,1277.94176268791,1380.7103474097207,2002.6883164299907,1764.8634112522607,1585.976110222029,2173.9219012992817,1347.2377122816608,1723.0905210807134,1456.0474524748363,1411.6458776021705,0.0,1608.0319906282796,1118.9303957884397,1555.6212710579205,1443.809395106705,1346.1590659650826,1498.012814076797,942.7902862133044,1323.7286466823862,1360.5425658009399,1262.7539338627873,2738.22931889122,2114.809677962422,1894.034501436337,1192.0373591380867,1340.4840013830458,1211.8000079536084,2192.429025717324,1249.4879049293943,1730.0319839028707,1136.047636886336,1126.3247448948057,1446.0518301113116,1548.264981619321,1666.3699166165627,1810.024884049005,1845.2573882024835
Metabolite_072,5058.145937898104,0.0,6102.089302543538,3833.695447989873,8272.726952371564,4205.9878402705335,5508.607244522524,3743.0190642649895,0.0,5080.968474623862,3235.5288971356013,4490.565930174329,4812.944400716058,4601.234170758935,3944.592562923551,3066.666851194457,5649.848110890053,6555.151568218368,4992.310559179211,4059.036860375932,0.0,5100.006117802386,5132.788330653911,4331.119749022073,6363.288381142435,4475.038584031346,0.0,5329.449985216517,7267.119821972088,4793.3731376574115,3089.050488770631,4173.893120557324,5030.899480610038,6978.966346737358,5043.165898354759,7341.187805416792,6651.685806118099,4901.410641656922,5909.455843453293,4738.437871405637,5330.85707168741,4875.289273439784
Metabolite_073,0.0,55883.83421255481,36998.0021483345,0.0,48727.81939922403,32018.094239896014,33690.392116706396,37291.594365953366,47622.85687978911,19685.7948391478,11249.717497223892,27790.969465173333,16162.330243380691,11031.244637530639,18676.50850529093,10201.738580161726,19544.24750827634,13414.157384925962,17494.62937657736,21697.42081943437,0.0,23890.460385184946,15972.882527294265,0.0,37099.33383432105,38027.124184620734,23707.92907829695,12489.221175226608,23402.41345189867,13242.027296183382,16190.637797300331,12866.241450446312,17981.287648541584,10083.214650064176,0.0,20508.673730020866,41661.81807504161,38607.94886541455,51760.105779019184,37518.45098650887,32194.214803676157,38130.689159401285
Metabolite_074,38353.46263104207,32838.02719026215,49115.1155362554,45026.29940769959,36549.73788309047,20026.021556735042,29914.278005368466,33270.8202787315,37149.25926795205,22824.359619544062,34588.184545795586,30727.774877343578,27035.374834617287,52875.583719702794,27718.987362789205,19910.06355324635,38648.78621885103,33014.219317449344,27122.580063039306,43282.62267811106,26303.508831073006,54869.39101736438,42300.59129317775,57278.8974595493,45119.79253594325,29977.51250737152,40710.803015899175,29186.27824437001,28430.90119259038,18336.756221947264,24201.512191963026,34045.08201430403,26078.8629360964,51508.558856021016,43374.90820334405,45589.85238147879,32395.60460036729,29311.9721966924,37236.54369977501,37139.10429053349,36572.74768526251,31580.416924978043
Metabolite_075,40383.94684509811,47976.90001795576,44935.336563944235,28484.94377075136,61547.02848349844,43287.79403272241,29813.111069674887,30829.0733317679,48374.71304680559,37398.42756217104,24953.76901991409,33074.25852785938,44059.581583389176,33865.82029082969,29930.481381242756,29479.63819342545,24146.83608963382,39856.440732598494,28587.427062675553,28605.905312550032,37773.703199798925,41785.63403389789,50231.10938745737,31364.622683708934,48808.13551565624,0.0,20279.359572540536,57402.131915223195,54902.63848836121,42966.05922166961,26406.533002134474,35877.17311306177,0.0,45298.932371176954,43380.608494182634,50300.54940861368,33413.39800118426,44963.84803820697,43456.950537104254,29716.698800206643,44608.52245317053,50719.70349381971
Metabolite_076,0.0,5725.2028230167825,5826.005265672351,8306.754176874409,8102.181983728776,5919.472252968091,7733.88908579848,5554.280055511126,0.0,3837.986453086682,6364.370322736791,4524.867484045941,3510.470083908349,4354.189140446295,3706.137680753965,2442.9063542152335,3900.416252451142,5320.822500660693,4602.555571174117,6094.871251029001,0.0,5361.958411587162,4326.757881647095,6477.550785004277,8556.260902291233,9152.971346835026,2309.648887981231,11250.974544303062,12969.242609581488,0.0,0.0,13821.94144351437,9310.991660126663,9025.438633931271,11785.488533197818,10771.115444888648,8745.421104055153,7038.854225777627,6238.040975536187,7214.764463489766,5827.584318531175,8947.550242502963
Metabolite_077,0.0,0.0,9978.821005418029,0.0,13044.658922696222,9575.036914126622,0.0,0.0,0.0,0.0,0.0,5418.528579635087,0.0,0.0,4837.723881363565,0.0,0.0,0.0,0.0,14785.764896488008,0.0,0.0,22665.06968707481,0.0,0.0,12490.905940923674,19097.781407812476,15333.826173303505,0.0,0.0,0.0,0.0,16094.240093433653,0.0,0.0,0.0,7271.119376517121,10080.474312735481,8766.92630795274,7993.234080996514,10894.609298674037,9914.11204853218
Metabolite_078,20388.11712093537,24489.040233812113,23971.02567484617,10903.821076640585,33443.47916095878,23200.25417655324,16223.554929182583,17430.83312634201,15133.016462029404,26346.736226832665,15533.048515956803,19916.827482230474,18547.19410056083,15907.193264916215,12888.93474427412,0.0,14866.051959015816,24505.095839495745,19060.23063460413,15612.473849141004,25496.91496105609,21606.84244709224,0.0,17730.523272121645,21878.757362632954,21069.605679158492,10734.056766272259,22615.289899702217,23270.581431276965,21147.013420738396,14895.606571596929,20032.75380954538,15040.274854146526,25838.199002206464,17274.569810157016,27525.410289766423,21390.837283540593,25761.099446501667,19108.641870182757,17885.416349908923,20398.51907482833,18257.646839154037
Metabolite_079,0.0,7884.895624396967,0.0,6704.604354572939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24469.37501323545,0.0,9002.992768070542,4270.556774381188,0.0,0.0,0.0,0.0,6759.28978326676,0.0,0.0,0.0,0.0,0.0,30544.868379689953,20014.061187314448,26746.139932293634,0.0,0.0,10977.33358586586,9795.721252477804,10486.65663076397,11327.627951275295,11620.452434368031,9897.211594893257
Metabolite_080,47429.3517232341,66128.27811448649,0.0,0.0,0.0,0.0,61729.75409113009,0.0,0.0,142314.78550337156,0.0,110643.16938624407,75473.19637586805,55368.377482140786,0.0,0.0,145903.97642041088,0.0,79912.87119567681,0.0,0.0,0.0,71599.84994890659,0.0,156456.57421036222,132394.23316213774,59003.11634629525,13260.835148347562,0.0,11821.132019902416,15085.118035401521,16718.074390344744,0.0,11135.504281873327,16352.969550570202,21065.634795403486,42421.82569927056,53481.90381205227,49005.91668786948,59226.505726181065,56110.200863977116,55559.03793373579
Metabolite_081,32722.13863062113,48740.93322545844,0.0,38177.65121220081,39168.95359800912,39902.43637544927,41219.375427315266,49122.09979125753,0.0,52217.55058405937,0.0,29410.499517917175,59437.772828878966,35252.99909671748,43418.12788919767,58779.53279349542,0.0,53237.808858258366,42580.106147481754,53195.21952604898,33530.98874254008,55840.71764515612,48382.62353902901,39810.47048481124,40636.47528094681,27917.79043042611,45931.66646080939,0.0,32935.32673300886,33895.802975337334,67649.47473786239,41053.88357896775,51332.292223489625,46239.15193042671,30476.305559681383,65648.88584490477,42453.983434401314,38113.666219807696,53568.8198853116,34149.627313697805,39569.25200112337,42053.723269229005
Metabolite_082,3138.07637708164,3666.794386150688,6160.096089363061,2208.096789587023,4518.740018935188,4728.240050873778,4227.106098460423,2616.858016377298,4634.382031227623,13947.010358228647,6238.769451267771,7214.9341503091,4629.82128924043,7751.679744995243,11723.311545350785,12828.479174536338,8004.225294803937,7266.125364095934,12735.378955831362,13792.79334950239,5518.747985645278,10610.790582414631,6994.465306442375,12418.716825304911,8874.004119773568,7289.6402674728015,7135.363582563391,5853.028012559366,0.0,7648.106061326349,11435.958315359632,0.0,5969.457884944155,9133.285746276082,7367.631381270453,8308.318324756685,2795.972649609743,3424.9792770543136,3310.649956995403,3477.073303425979,4216.813751859648,3723.1398627924455
Metabolite_083,31924.938186268344,0.0,21130.6544421985,0.0,21605.40501370377,18167.874355879932,25774.39380993717,26427.75907335224,29490.43688810689,25485.078433106166,0.0,29744.095476434053,0.0,19570.385466404085,29314.643032777636,28719.41324532921,26856.985431487883,16664.55602921305,21193.649641120835,0.0,21880.20346722641,17906.970429792134,21194.157569727977,30340.207307744622,18354.14387274567,19213.249847058876,55289.789172291465,38350.261110173145,0.0,22801.139242406898,0.0,25106.778426785182,26701.77969596782,0.0,33189.67443009941,14030.668316522857,28198.768335071625,23280.23930855977,32059.06369139186,28321.82355324192,23705.123575048627,23367.663333625933
